"ID","Pedigree","Comments","INDV","F_MISS","acc_v2.7","id_v2.7"
"Ames 23504","A681","other","Ames23504:250034844",0.0647641,"Ames23504",250034844
"Ames 23505","A683","other","Ames23505:250032596",0.10204,"Ames23505",250032596
"Ames 23506","C38","sweet corn","Ames23506:250033577",0.389552,"Ames23506",250033577
"Ames 23507","C42","sweet corn","Ames23507:250033709",0.30273,"Ames23507",250033709
"Ames 23508","S4","sweet corn","Ames23508:250032574",0.328101,"Ames23508",250032574
"Ames 23509","S8","sweet corn","Ames23509:250032428",0.369412,"Ames23509",250032428
"Ames 23510","S43","sweet corn","Ames23510:250032471",0.290381,"Ames23510",250032471
"Ames 23922","Oh51A","other","Ames23922:250031916",0.217925,"Ames23922",250031916
"Ames 23924","Tx706","other","Ames23924:250032070",0.262666,"Ames23924",250032070
"Ames 24575","IDS28","popcorn","Ames24575:250031070",0.174341,"Ames24575",250031070
"Ames 24576","IDS69","popcorn","Ames24576:250035010",0.138158,"Ames24576",250035010
"Ames 24577","IDS91","popcorn","Ames24577:250034969",0.1349,"Ames24577",250034969
"Ames 24585","CG10","other","Ames24585:250035216",0.222065,"Ames24585",250035216
"Ames 24589","I159","other","Ames24589:250033745",0.166385,"Ames24589",250033745
"Ames 24590","I198","other","Ames24590:250031374",0.339634,"Ames24590",250031374
"Ames 24704","MS1","other","Ames24704:250034761",0.157249,"Ames24704",250034761
"Ames 24705","MS4","other","Ames24705:250032408",0.411124,"Ames24705",250032408
"Ames 24706","MS12","other","Ames24706:250032451",0.240281,"Ames24706",250032451
"Ames 24707","MS24","other","Ames24707:250034758",0.285835,"Ames24707",250034758
"Ames 24708","MS24A","other","Ames24708:250032562",0.293833,"Ames24708",250032562
"Ames 24709","MS57","other","Ames24709:250032528",0.222526,"Ames24709",250032528
"Ames 24710","MS67","other","Ames24710:250034673",0.213875,"Ames24710",250034673
"Ames 24711","MS68","other","Ames24711:250032545",0.174168,"Ames24711",250032545
"Ames 24712","MS71","other","Ames24712:250033531",0.121507,"Ames24712",250033531
"Ames 24712","MS71","other","Ames24712:250041424",0.113381,"Ames24712",250041424
"Ames 24713","MS72","other","Ames24713:250034804",0.282098,"Ames24713",250034804
"Ames 24714","MS74","other","Ames24714:250034680",0.203347,"Ames24714",250034680
"Ames 24715","MS75","other","Ames24715:250034679",0.165418,"Ames24715",250034679
"Ames 24716","MS76","other","Ames24716:250032388",0.119161,"Ames24716",250032388
"Ames 24717","MS77","other","Ames24717:250032544",0.446183,"Ames24717",250032544
"Ames 24718","MS78","other","Ames24718:250034760",0.0939494,"Ames24718",250034760
"Ames 24719","MS79","other","Ames24719:250032587",0.109197,"Ames24719",250032587
"Ames 24720","MS80","other","Ames24720:250040775",0.140377,"Ames24720",250040775
"Ames 24720","MS80","other","Ames24720:250032290",0.194911,"Ames24720",250032290
"Ames 24722","MS89","other","Ames24722:250034811",0.169983,"Ames24722",250034811
"Ames 24723","MS91","other","Ames24723:250032269",0.267571,"Ames24723",250032269
"Ames 24724","MS92","other","Ames24724:250032567",0.197651,"Ames24724",250032567
"Ames 24725","MS93","other","Ames24725:250032585",0.217533,"Ames24725",250032585
"Ames 24726","MS100","other","Ames24726:250034803",0.21941,"Ames24726",250034803
"Ames 24727","MS106","other","Ames24727:250032402",0.195569,"Ames24727",250032402
"Ames 24728","MS107","other","Ames24728:250041472",0.305872,"Ames24728",250041472
"Ames 24729","MS116","other","Ames24729:250033552",0.359566,"Ames24729",250033552
"Ames 24730","MS132","other","Ames24730:250033197",0.166063,"Ames24730",250033197
"Ames 24732","MS141","other","Ames24732:250032433",0.350114,"Ames24732",250032433
"Ames 24733","MS142","other","Ames24733:250032570",0.258592,"Ames24733",250032570
"Ames 24734","MS153","other","Ames24734:250034693",0.359696,"Ames24734",250034693
"Ames 24735","MS198","other","Ames24735:250032583",0.118657,"Ames24735",250032583
"Ames 24736","MS199","other","Ames24736:250034855",0.204281,"Ames24736",250034855
"Ames 24737","MS200","other","Ames24737:250032445",0.270128,"Ames24737",250032445
"Ames 24738","MS201","other","Ames24738:250032546",0.160757,"Ames24738",250032546
"Ames 24739","MS203","other","Ames24739:250033603",0.182572,"Ames24739",250033603
"Ames 24740","MS204","other","Ames24740:250032380",0.249307,"Ames24740",250032380
"Ames 24741","MS206","other","Ames24741:250032409",0.388542,"Ames24741",250032409
"Ames 24742","MS211","other","Ames24742:250032447",0.2812,"Ames24742",250032447
"Ames 24743","MS214","other","Ames24743:250032553",0.204391,"Ames24743",250032553
"Ames 24744","MS215","other","Ames24744:250034928",0.25937,"Ames24744",250034928
"Ames 24745","MS216","other","Ames24745:250032439",0.200802,"Ames24745",250032439
"Ames 24746","MS221","other","Ames24746:250034629",0.15563,"Ames24746",250034629
"Ames 24747","MS222","other","Ames24747:250032582",0.178078,"Ames24747",250032582
"Ames 24748","MS223","other","Ames24748:250032522",0.168485,"Ames24748",250032522
"Ames 24749","MS224","other","Ames24749:250034839",0.188771,"Ames24749",250034839
"Ames 24750","MS225","other","Ames24750:250034796",0.249967,"Ames24750",250034796
"Ames 24750","MS225","other","Ames24750:250040794",0.130716,"Ames24750",250040794
"Ames 24751","MS226","other","Ames24751:250032432",0.164731,"Ames24751",250032432
"Ames 24752","MS1334","other","Ames24752:250032512",0.272956,"Ames24752",250032512
"Ames 24989","Va99","other","Ames24989:250033695",0.162554,"Ames24989",250033695
"Ames 25219","A619Ht1","other","Ames25219:250041477",0.106157,"Ames25219",250041477
"Ames 25219","A619Ht1","other","Ames25219:250034741",0.104419,"Ames25219",250034741
"Ames 25220","A619Ht2","other","Ames25220:250033789",0.105893,"Ames25220",250033789
"Ames 25221","A619Ht3","other","Ames25221:250033683",0.104949,"Ames25221",250033683
"Ames 2523","38-11R PARENT HB 19 INB","other","Ames2523:250032199",0.16825,"Ames2523",250032199
"Ames 25372","Pa91HT1","other","Ames25372:250034986",0.133901,"Ames25372",250034986
"Ames 25373","Pa91HT2","other","Ames25373:250035128",0.141447,"Ames25373",250035128
"Ames 25374","Pa91HT3","other","Ames25374:250031254",0.146219,"Ames25374",250031254
"Ames 25559","H60","other","Ames25559:250031530",0.206564,"Ames25559",250031530
"Ames 26004","MINN #5","popcorn","Ames26004:250033478",0.290618,"Ames26004",250033478
"Ames 26021","P8","other","Ames26021:250034725",0.274897,"Ames26021",250034725
"Ames 26022","Tr","other","Ames26022:250041586",0.272803,"Ames26022",250041586
"Ames 26022","Tr","other","Ames26022:250033814",0.399929,"Ames26022",250033814
"Ames 26028","CI 540","other","Ames26028:250031141",0.16802,"Ames26028",250031141
"Ames 26114","CI 1","other","Ames26114:250031311",0.285549,"Ames26114",250031311
"Ames 26115","CI 2","other","Ames26115:250035120",0.215833,"Ames26115",250035120
"Ames 26116","CI 3A","other","Ames26116:250035079",0.221952,"Ames26116",250035079
"Ames 26116","CI 3A","other","Ames26116:250031049",0.213922,"Ames26116",250031049
"Ames 26118","CI 11B","other","Ames26118:250035054",0.276606,"Ames26118",250035054
"Ames 26119","CI 19","other","Ames26119:250035075",0.338413,"Ames26119",250035075
"Ames 26120","CI 20","other","Ames26120:250034828",0.316052,"Ames26120",250034828
"Ames 26121","CI 28","other","Ames26121:250034981",0.166659,"Ames26121",250034981
"Ames 26122","CI 28B","other","Ames26122:250031069",0.165701,"Ames26122",250031069
"Ames 26123","CI 28C","other","Ames26123:250031140",0.189912,"Ames26123",250031140
"Ames 26124","CI 30","other","Ames26124:250031025",0.201694,"Ames26124",250031025
"Ames 26125","CI 31","other","Ames26125:250034887",0.216787,"Ames26125",250034887
"Ames 26126","CI 32","other","Ames26126:250031190",0.175573,"Ames26126",250031190
"Ames 26127","CI 34","other","Ames26127:250031185",0.217536,"Ames26127",250031185
"Ames 26128","CI 40H","other","Ames26128:250034974",0.205212,"Ames26128",250034974
"Ames 26129","CI 41","other","Ames26129:250031037",0.361813,"Ames26129",250031037
"Ames 26130","CI 46","other","Ames26130:250034927",0.2912,"Ames26130",250034927
"Ames 26131","CI 70","other","Ames26131:250030993",0.334937,"Ames26131",250030993
"Ames 26133","CI 74","other","Ames26133:250035052",0.34974,"Ames26133",250035052
"Ames 26134","CI 75","other","Ames26134:250034953",0.215631,"Ames26134",250034953
"Ames 26135","CI 82B","other","Ames26135:250035082",0.310327,"Ames26135",250035082
"Ames 26135","CI 82B","other","Ames26135:250041711",0.338952,"Ames26135",250041711
"Ames 26136","CI 84B","other","Ames26136:250034994",0.29482,"Ames26136",250034994
"Ames 26137","CI 91C","other","Ames26137:250034934",0.281223,"Ames26137",250034934
"Ames 26138","CI 187-2","other","Ames26138:250032805",0.125942,"Ames26138",250032805
"Ames 26138","CI 187-2","other","Ames26138:250032853",0.123923,"Ames26138",250032853
"Ames 26138","CI 187-2","other","Ames26138:250033099",0.122494,"Ames26138",250033099
"Ames 26604","38-11","other","Ames26604:250033313",0.147931,"Ames26604",250033313
"Ames 26604","38-11","other","Ames26604:250032028",0.152116,"Ames26604",250032028
"Ames 26604","38-11","other","Ames26604:250033399",0.131759,"Ames26604",250033399
"Ames 26604","38-11","other","Ames26604:250033482",0.14982,"Ames26604",250033482
"Ames 26741","WX187-2","other","Ames26741:250033839",0.15709,"Ames26741",250033839
"Ames 26742","WX33-16","other","Ames26742:250033733",0.17039,"Ames26742",250033733
"Ames 26743","WX38-11","other","Ames26743:250033792",0.138417,"Ames26743",250033792
"Ames 26744","WXB14","other","Ames26744:250031397",0.0727072,"Ames26744",250031397
"Ames 26745","WXB6","other","Ames26745:250033805",0.222817,"Ames26745",250033805
"Ames 26746","WXHy","other","Ames26746:250031582",0.129353,"Ames26746",250031582
"Ames 26747","WXI198","other","Ames26747:250031650",0.22551,"Ames26747",250031650
"Ames 26748","WXI205","other","Ames26748:250033721",0.187141,"Ames26748",250033721
"Ames 26749","WXK41","other","Ames26749:250031315",0.300813,"Ames26749",250031315
"Ames 26750","WXK44","other","Ames26750:250031251",0.28029,"Ames26750",250031251
"Ames 26751","WXK55","other","Ames26751:250031420",0.142124,"Ames26751",250031420
"Ames 26752","WXK64","other","Ames26752:250033652",0.156347,"Ames26752",250033652
"Ames 26753","WXL289","other","Ames26753:250031692",0.40352,"Ames26753",250031692
"Ames 26754","WXL317","other","Ames26754:250033799",0.173792,"Ames26754",250033799
"Ames 26755","WXM14","other","Ames26755:250031580",0.141043,"Ames26755",250031580
"Ames 26756","WXOs420","other","Ames26756:250031933",0.186695,"Ames26756",250031933
"Ames 26757","WXW22","other","Ames26757:250033725",0.110508,"Ames26757",250033725
"Ames 26758","WXWF9","other","Ames26758:250040763",0.0996603,"Ames26758",250040763
"Ames 26758","WXWF9","other","Ames26758:250031366",0.103862,"Ames26758",250031366
"Ames 26760","A632 +/sh2","sweet corn","Ames26760:250033537",0.0893747,"Ames26760",250033537
"Ames 26761","A632 sh2/sh2","sweet corn","Ames26761:250031889",0.0921878,"Ames26761",250031889
"Ames 26762","A632 su/su","sweet corn","Ames26762:250033524",0.0865531,"Ames26762",250033524
"Ames 26763","B84 +/su","sweet corn","Ames26763:250031171",0.123537,"Ames26763",250031171
"Ames 26764","Mo17 +/su","sweet corn","Ames26764:250031242",0.0659894,"Ames26764",250031242
"Ames 26765","Oh43 (su)","sweet corn","Ames26765:250041532",0.111443,"Ames26765",250041532
"Ames 26765","Oh43 (su)","sweet corn","Ames26765:250033614",0.10526,"Ames26765",250033614
"Ames 26766","Oh43 sh2","sweet corn","Ames26766:250033479",0.104876,"Ames26766",250033479
"Ames 26767","W64A ae","other","Ames26767:250031459",0.104885,"Ames26767",250031459
"Ames 26768","W64A ae/wx","other","Ames26768:250033856",0.10996,"Ames26768",250033856
"Ames 26770","66","other","Ames26770:250031038",0.263097,"Ames26770",250031038
"Ames 26771","33-16","other","Ames26771:250033397",0.169125,"Ames26771",250033397
"Ames 26771","33-16","other","Ames26771:250032036",0.168298,"Ames26771",250032036
"Ames 26772","H5","other","Ames26772:250031327",0.14297,"Ames26772",250031327
"Ames 26773","H10","other","Ames26773:250031015",0.125362,"Ames26773",250031015
"Ames 26774","H14","other","Ames26774:250033529",0.223487,"Ames26774",250033529
"Ames 26775","H19","other","Ames26775:250034670",0.371283,"Ames26775",250034670
"Ames 26776","H22w","other","Ames26776:250031156",0.324932,"Ames26776",250031156
"Ames 26777","H23w","other","Ames26777:250034976",0.228728,"Ames26777",250034976
"Ames 26778","H26w","other","Ames26778:250034568",0.294554,"Ames26778",250034568
"Ames 26779","H27w","other","Ames26779:250035088",0.253958,"Ames26779",250035088
"Ames 26780","H28w","other","Ames26780:250035068",0.189066,"Ames26780",250035068
"Ames 26781","H29w","other","Ames26781:250034873",0.157189,"Ames26781",250034873
"Ames 26782","H30w","other","Ames26782:250031073",0.139468,"Ames26782",250031073
"Ames 26783","H41","other","Ames26783:250033734",0.177884,"Ames26783",250033734
"Ames 26784","H42","other","Ames26784:250031694",0.127417,"Ames26784",250031694
"Ames 26785","H45","other","Ames26785:250033820",0.123599,"Ames26785",250033820
"Ames 26786","H46","other","Ames26786:250031382",0.135642,"Ames26786",250031382
"Ames 26787","H49","other","Ames26787:250033850",0.15186,"Ames26787",250033850
"Ames 26788","H50","other","Ames26788:250031403",0.136383,"Ames26788",250031403
"Ames 26789","H51","other","Ames26789:250031618",0.161525,"Ames26789",250031618
"Ames 26791","H55","other","Ames26791:250031494",0.143037,"Ames26791",250031494
"Ames 26793","H71","other","Ames26793:250033860",0.122367,"Ames26793",250033860
"Ames 26794","H73","other","Ames26794:250034719",0.241967,"Ames26794",250034719
"Ames 26795","H88","other","Ames26795:250031691",0.135821,"Ames26795",250031691
"Ames 26796","H93","other","Ames26796:250031437",0.0897616,"Ames26796",250031437
"Ames 26797","H96","other","Ames26797:250031511",0.148115,"Ames26797",250031511
"Ames 26798","H98","other","Ames26798:250031326",0.122414,"Ames26798",250031326
"Ames 26800","H106w","other","Ames26800:250031557",0.161217,"Ames26800",250031557
"Ames 26801","H108","other","Ames26801:250033801",0.0833468,"Ames26801",250033801
"Ames 26802","H109","other","Ames26802:250033803",0.0779369,"Ames26802",250033803
"Ames 26803","H113","other","Ames26803:250033724",0.188868,"Ames26803",250033724
"Ames 26804","H121","other","Ames26804:250031495",0.228233,"Ames26804",250031495
"Ames 26805","H122w","other","Ames26805:250031585",0.0758054,"Ames26805",250031585
"Ames 26806","H124w","other","Ames26806:250031307",0.221414,"Ames26806",250031307
"Ames 26808","Ill.Hy","other","Ames26808:250040784",0.12801,"Ames26808",250040784
"Ames 26808","Ill.Hy","other","Ames26808:250033018",0.129738,"Ames26808",250033018
"Ames 26812","C3","sweet corn","Ames26812:250032951",0.385999,"Ames26812",250032951
"Ames 26813","C5","sweet corn","Ames26813:250033523",0.392849,"Ames26813",250033523
"Ames 26815","C30","sweet corn","Ames26815:250041434",0.184195,"Ames26815",250041434
"Ames 26909","Mo41","other","Ames26909:250031122",0.101745,"Ames26909",250031122
"Ames 27018","CH711-10","other","Ames27018:250033460",0.113929,"Ames27018",250033460
"Ames 27019","CH732-12","other","Ames27019:250032438",0.126086,"Ames27019",250032438
"Ames 27020","CH741-6","other","Ames27020:250032550",0.131229,"Ames27020",250032550
"Ames 27021","CH753-4","other","Ames27021:250032463",0.0992427,"Ames27021",250032463
"Ames 27024","CL17","other","Ames27024:250034749",0.279104,"Ames27024",250034749
"Ames 27025","CL18","other","Ames27025:250035226",0.331542,"Ames27025",250035226
"Ames 27026","CL19","other","Ames27026:250032509",0.324629,"Ames27026",250032509
"Ames 27029","CL27","other","Ames27029:250032586",0.346739,"Ames27029",250032586
"Ames 27031","CM99","other","Ames27031:250035268",0.0890143,"Ames27031",250035268
"Ames 27032","CM145","other","Ames27032:250034602",0.180142,"Ames27032",250034602
"Ames 27034","CM155","other","Ames27034:250032150",0.0952722,"Ames27034",250032150
"Ames 27036","CM182","other","Ames27036:250032304",0.237987,"Ames27036",250032304
"Ames 27037","CM234","other","Ames27037:250041469",0.390819,"Ames27037",250041469
"Ames 27037","CM234","other","Ames27037:250035251",0.334448,"Ames27037",250035251
"Ames 27038","CMV3","other","Ames27038:250035232",0.173228,"Ames27038",250035232
"Ames 27039","CO117","other","Ames27039:250032217",0.199268,"Ames27039",250032217
"Ames 27040","CO120","other","Ames27040:250032261",0.297378,"Ames27040",250032261
"Ames 27041","CO150","other","Ames27041:250035261",0.238383,"Ames27041",250035261
"Ames 27042","CO158","other","Ames27042:250035195",0.328658,"Ames27042",250035195
"Ames 27043","CO192","other","Ames27043:250041409",0.382476,"Ames27043",250041409
"Ames 27043","CO192","other","Ames27043:250032216",0.281387,"Ames27043",250032216
"Ames 27044","CO216","other","Ames27044:250032325",0.442967,"Ames27044",250032325
"Ames 27045","CO220","other","Ames27045:250035267",0.0885013,"Ames27045",250035267
"Ames 27046","CO236","other","Ames27046:250041445",0.342439,"Ames27046",250041445
"Ames 27046","CO236","other","Ames27046:250035213",0.244474,"Ames27046",250035213
"Ames 27048","CO245","other","Ames27048:250032326",0.237552,"Ames27048",250032326
"Ames 27049","CO252","other","Ames27049:250035190",0.211502,"Ames27049",250035190
"Ames 27050","CO255","other","Ames27050:250035187",0.357977,"Ames27050",250035187
"Ames 27051","CO256","other","Ames27051:250032283",0.195171,"Ames27051",250032283
"Ames 27052","CO257","other","Ames27052:250035197",0.16487,"Ames27052",250035197
"Ames 27053","CO258","other","Ames27053:250032316",0.164537,"Ames27053",250032316
"Ames 27057","CSJ3","other","Ames27057:250032600",0.21862,"Ames27057",250032600
"Ames 27057","CSJ3","other","Ames27057:250040778",0.154357,"Ames27057",250040778
"Ames 27064","A441-5","other","Ames27064:250032809",0.356809,"Ames27064",250032809
"Ames 27065","B73Htrhm","other","Ames27065:250031573",0.0174857,"Ames27065",250031573
"Ames 27066","B164","other","Ames27066:250032840",0.210391,"Ames27066",250032840
"Ames 27067","C49A","other","Ames27067:250034603",0.211279,"Ames27067",250034603
"Ames 27068","CH9","other","Ames27068:250034794",0.189093,"Ames27068",250034794
"Ames 27069","CH701-30","other","Ames27069:250032425",0.275392,"Ames27069",250032425
"Ames 27070","CM7","other","Ames27070:250032341",0.244097,"Ames27070",250032341
"Ames 27081","CML 103","other","Ames27081:250033463",0.124893,"Ames27081",250033463
"Ames 27082","CML 108","other","Ames27082:250033349",0.165648,"Ames27082",250033349
"Ames 27082","CML 108","other","Ames27082:250032044",0.164362,"Ames27082",250032044
"Ames 27083","CML 154Q","other","Ames27083:250032026",0.185011,"Ames27083",250032026
"Ames 27083","CML 154Q","other","Ames27083:250032001",0.186375,"Ames27083",250032001
"Ames 27087","CML 220","other","Ames27087:250041599",0.256496,"Ames27087",250041599
"Ames 27087","CML 220","other","Ames27087:250033483",0.238008,"Ames27087",250033483
"Ames 27096","CML 322","other","Ames27096:250033461",0.111763,"Ames27096",250033461
"Ames 27096","CML 322","other","Ames27096:250033294",0.1121,"Ames27096",250033294
"Ames 27097","CML 323","other","Ames27097:250033321",0.149733,"Ames27097",250033321
"Ames 27097","CML 323","other","Ames27097:250032030",0.153302,"Ames27097",250032030
"Ames 27098","CML 328","other","Ames27098:250032038",0.263094,"Ames27098",250032038
"Ames 27101","CML 333","other","Ames27101:250033296",0.235318,"Ames27101",250033296
"Ames 27101","CML 333","other","Ames27101:250033346",0.122455,"Ames27101",250033346
"Ames 27104","CMV3","other","Ames27104:250032140",0.173002,"Ames27104",250032140
"Ames 27105","CO106","other","Ames27105:250032276",0.187213,"Ames27105",250032276
"Ames 27106","CO125","other","Ames27106:250035193",0.126196,"Ames27106",250035193
"Ames 27107","CO255","other","Ames27107:250032340",0.192282,"Ames27107",250032340
"Ames 27111","EP1","other","Ames27111:250033488",0.207968,"Ames27111",250033488
"Ames 27112","F2834T","other","Ames27112:250033030",0.264867,"Ames27112",250033030
"Ames 27114","H91","other","Ames27114:250031515",0.083049,"Ames27114",250031515
"Ames 27115","I29","other","Ames27115:250033453",0.241662,"Ames27115",250033453
"Ames 27116","I137TN","other","Ames27116:250032976",0.176724,"Ames27116",250032976
"Ames 27117","Ia5125B","sweet corn","Ames27117:250032815",0.207758,"Ames27117",250032815
"Ames 27118","Il14H","sweet corn","Ames27118:250033353",0.12586,"Ames27118",250033353
"Ames 27118","Il14H","sweet corn","Ames27118:250041422",0.127926,"Ames27118",250041422
"Ames 27119","Il 101T","sweet corn","Ames27119:250034812",0.214873,"Ames27119",250034812
"Ames 27120","Il677a","sweet corn","Ames27120:250031769",0.236922,"Ames27120",250031769
"Ames 27121","K64","other","Ames27121:250031178",0.156871,"Ames27121",250031178
"Ames 27122","K148","other","Ames27122:250032762",0.31768,"Ames27122",250032762
"Ames 27123","Ki3","other","Ames27123:250042483",0.102893,"Ames27123",250042483
"Ames 27123","Ki3","other","Ames27123:250031879",0.100413,"Ames27123",250031879
"Ames 27123","Ki3","other","Ames27123:250042492",0.101675,"Ames27123",250042492
"Ames 27130","Ky21","other","Ames27130:250032034",0.112517,"Ames27130",250032034
"Ames 27132","L578","other","Ames27132:250033279",0.270314,"Ames27132",250033279
"Ames 27133","M37W","other","Ames27133:250041696",0.103827,"Ames27133",250041696
"Ames 27133","M37W","other","Ames27133:250032830",0.103355,"Ames27133",250032830
"Ames 27135","MEF156-55-2","other","Ames27135:250042560",0.264747,"Ames27135",250042560
"Ames 27135","MEF156-55-2","other","Ames27135:250031500",0.268315,"Ames27135",250031500
"Ames 27135","MEF156-55-2","other","Ames27135:250042559",0.250866,"Ames27135",250042559
"Ames 27135","MEF156-55-2","other","Ames27135:250033691",0.253297,"Ames27135",250033691
"Ames 27136","Mo.G","other","Ames27136:250033044",0.388901,"Ames27136",250033044
"Ames 27137","N6","other","Ames27137:250033666",0.121822,"Ames27137",250033666
"Ames 27138","N28Ht","other","Ames27138:250031505",0.143032,"Ames27138",250031505
"Ames 27140","NC260","other","Ames27140:250034930",0.154085,"Ames27140",250034930
"Ames 27141","NC290A","other","Ames27141:250031331",0.145141,"Ames27141",250031331
"Ames 27142","NC292","other","Ames27142:250033692",0.0358713,"Ames27142",250033692
"Ames 27142","NC292","other","Ames27142:250033784",0.0302092,"Ames27142",250033784
"Ames 27143","NC294","other","Ames27143:250031562",0.0967179,"Ames27143",250031562
"Ames 27143","NC294","other","Ames27143:250033676",0.10533,"Ames27143",250033676
"Ames 27144","NC296","other","Ames27144:250032808",0.116516,"Ames27144",250032808
"Ames 27144","NC296","other","Ames27144:250032964",0.118489,"Ames27144",250032964
"Ames 27144","NC296","other","Ames27144:250032778",0.119718,"Ames27144",250032778
"Ames 27144","NC296","other","Ames27144:250032943",0.117836,"Ames27144",250032943
"Ames 27146","NC300","other","Ames27146:250033079",0.189497,"Ames27146",250033079
"Ames 27146","NC300","other","Ames27146:250031834",0.185347,"Ames27146",250031834
"Ames 27147","NC302","other","Ames27147:250033039",0.175016,"Ames27147",250033039
"Ames 27148","NC304","other","Ames27148:250033176",0.201263,"Ames27148",250033176
"Ames 27149","NC306","other","Ames27149:250031188",0.0778246,"Ames27149",250031188
"Ames 27149","NC306","other","Ames27149:250034921",0.0728249,"Ames27149",250034921
"Ames 27150","NC308","other","Ames27150:250031126",0.0548134,"Ames27150",250031126
"Ames 27151","NC310","other","Ames27151:250034968",0.0488895,"Ames27151",250034968
"Ames 27151","NC310","other","Ames27151:250034926",0.0536496,"Ames27151",250034926
"Ames 27152","NC312","other","Ames27152:250032977",0.0715328,"Ames27152",250032977
"Ames 27152","NC312","other","Ames27152:250032789",0.0763354,"Ames27152",250032789
"Ames 27153","NC314","other","Ames27153:250034965",0.0847014,"Ames27153",250034965
"Ames 27153","NC314","other","Ames27153:250035096",0.0852017,"Ames27153",250035096
"Ames 27154","NC316","other","Ames27154:250035006",0.0302166,"Ames27154",250035006
"Ames 27154","NC316","other","Ames27154:250031026",0.0271015,"Ames27154",250031026
"Ames 27156","NC320","other","Ames27156:250032888",0.182562,"Ames27156",250032888
"Ames 27156","NC320","other","Ames27156:250032955",0.178941,"Ames27156",250032955
"Ames 27158","NC324","other","Ames27158:250030988",0.0960237,"Ames27158",250030988
"Ames 27158","NC324","other","Ames27158:250031021",0.0930876,"Ames27158",250031021
"Ames 27159","NC326","other","Ames27159:250033605",0.0262291,"Ames27159",250033605
"Ames 27160","NC328","other","Ames27160:250031274",0.0398132,"Ames27160",250031274
"Ames 27161","NC330","other","Ames27161:250033663",0.0334197,"Ames27161",250033663
"Ames 27161","NC330","other","Ames27161:250031303",0.035706,"Ames27161",250031303
"Ames 27162","NC332","other","Ames27162:250032922",0.169408,"Ames27162",250032922
"Ames 27162","NC332","other","Ames27162:250032909",0.17199,"Ames27162",250032909
"Ames 27163","NC334","other","Ames27163:250032764",0.168738,"Ames27163",250032764
"Ames 27163","NC334","other","Ames27163:250032903",0.167591,"Ames27163",250032903
"Ames 27166","NC340","other","Ames27166:250032779",0.197548,"Ames27166",250032779
"Ames 27167","NC342","other","Ames27167:250031050",0.203189,"Ames27167",250031050
"Ames 27167","NC342","other","Ames27167:250031282",0.204532,"Ames27167",250031282
"Ames 27168","NC344","other","Ames27168:250033105",0.180759,"Ames27168",250033105
"Ames 27168","NC344","other","Ames27168:250031622",0.181795,"Ames27168",250031622
"Ames 27171","NC350","other","Ames27171:250032851",0.12372,"Ames27171",250032851
"Ames 27171","NC350","other","Ames27171:250032783",0.123805,"Ames27171",250032783
"Ames 27174","NC356","other","Ames27174:250031447",0.178319,"Ames27174",250031447
"Ames 27174","NC356","other","Ames27174:250033047",0.178054,"Ames27174",250033047
"Ames 27175","NC358","other","Ames27175:250033218",0.124571,"Ames27175",250033218
"Ames 27175","NC358","other","Ames27175:250033162",0.125394,"Ames27175",250033162
"Ames 27177","NC362","other","Ames27177:250031041",0.173865,"Ames27177",250031041
"Ames 27178","NC364","other","Ames27178:250042567",0.190971,"Ames27178",250042567
"Ames 27178","NC364","other","Ames27178:250033711",0.174836,"Ames27178",250033711
"Ames 27178","NC364","other","Ames27178:250042566",0.143021,"Ames27178",250042566
"Ames 27178","NC364","other","Ames27178:250033696",0.174435,"Ames27178",250033696
"Ames 27180","NC368","other","Ames27180:250031820",0.086285,"Ames27180",250031820
"Ames 27180","NC368","other","Ames27180:250031822",0.0952679,"Ames27180",250031822
"Ames 27181","NC370","other","Ames27181:250031832",0.180426,"Ames27181",250031832
"Ames 27181","NC370","other","Ames27181:250033207",0.178883,"Ames27181",250033207
"Ames 27182","NC372","other","Ames27182:250033660",0.0274926,"Ames27182",250033660
"Ames 27182","NC372","other","Ames27182:250031570",0.0274343,"Ames27182",250031570
"Ames 27183","Oh43E","other","Ames27183:250033548",0.1106,"Ames27183",250033548
"Ames 27184","Pa762","other","Ames27184:250031512",0.124363,"Ames27184",250031512
"Ames 27185","Pa875","other","Ames27185:250031571",0.200715,"Ames27185",250031571
"Ames 27187","R4","other","Ames27187:250035087",0.142168,"Ames27187",250035087
"Ames 27188","SA24","popcorn","Ames27188:250041429",0.13368,"Ames27188",250041429
"Ames 27188","SA24","popcorn","Ames27188:250031181",0.131221,"Ames27188",250031181
"Ames 27190","T234","other","Ames27190:250032962",0.312781,"Ames27190",250032962
"Ames 27191","U267Y","other","Ames27191:250032947",0.28887,"Ames27191",250032947
"Ames 27192","Va14","other","Ames27192:250032820",0.173051,"Ames27192",250032820
"Ames 27193","Va85","other","Ames27193:250031520",0.258236,"Ames27193",250031520
"Ames 27194","W401","other","Ames27194:250032569",0.211914,"Ames27194",250032569
"Ames 27196","Yu796_NS","other","Ames27196:250031938",0.302032,"Ames27196",250031938
"Ames 27444","Il731a","sweet corn","Ames27444:250031429",0.242495,"Ames27444",250031429
"Ames 27444","Il731a","sweet corn","Ames27444:250041490",0.244506,"Ames27444",250041490
"Ames 27445","Il767b","sweet corn","Ames27445:250031272",0.24143,"Ames27445",250031272
