"INDV","F_MISS","acc_v2.7","id_v2.7"
"blank:250042440",0.999229,"blank",250042440
"blank:250042488",0.999952,"blank",250042488
"blank:250042507",0.999216,"blank",250042507
"blank:250042544",0.997986,"blank",250042544
"blank:250042587",0.99714,"blank",250042587
"blank:250042588",0.989984,"blank",250042588
"blank:250046617",0.998107,"blank",250046617
"blank:250046666",0.999562,"blank",250046666
"blank:250046678",0.999746,"blank",250046678
"blank:250046690",0.999731,"blank",250046690
"blank:250046702",0.999827,"blank",250046702
"blank:250046729",0.999668,"blank",250046729
"blank:250046741",0.999853,"blank",250046741
"blank:250046752",0.998401,"blank",250046752
"blank:250046753",0.999793,"blank",250046753
"blank:250046764",0.999927,"blank",250046764
"blank:250046765",0.999854,"blank",250046765
"blank:250046891",0.984072,"blank",250046891
"Blank:250049333",0.999831,"Blank",250049333
"Blank:250049365",0.999924,"Blank",250049365
"Blank:250049540",0.999985,"Blank",250049540
"Blank:250049683",0.999985,"Blank",250049683
"Blank:250049834",0.999904,"Blank",250049834
"Blank:250049889",0.999917,"Blank",250049889
"Blank:250050024",0.99997,"Blank",250050024
"Blank:250050167",0.999912,"Blank",250050167
"Blank:250050405",0.999952,"Blank",250050405
"Blank:250050516",0.99977,"Blank",250050516
"Blank:250050651",0.999984,"Blank",250050651
"Blank:250050825",0.999994,"Blank",250050825
"Blank:250050937",0.999977,"Blank",250050937
"Blank:250051031",0.999948,"Blank",250051031
"Blank:250051207",0.999988,"Blank",250051207
"Blank:250051301",0.999995,"Blank",250051301
"Blank:250051482",0.9999,"Blank",250051482
"Blank:250051618",0.999736,"Blank",250051618
"Blank:250051683",0.999978,"Blank",250051683
"Blank:250051784",0.999872,"Blank",250051784
"Blank:250051954",0.998253,"Blank",250051954
"Blank:250052082",0.998334,"Blank",250052082
"Blank:250064922",0.999921,"Blank",250064922
"Blank:250064925",0.998972,"Blank",250064925
"Blank:250064926",0.993513,"Blank",250064926
"Blank:250064929",0.99981,"Blank",250064929
"Blank:250064931",0.999722,"Blank",250064931
"Blank:250064937",0.996699,"Blank",250064937
"Blank:250064943",0.999627,"Blank",250064943
"Blank:250064962",0.0877074,"Blank",250064962
"Blank:250064970",0.999794,"Blank",250064970
"Blank:250064975",0.99998,"Blank",250064975
"Blank:250064976",0.999993,"Blank",250064976
"Blank:250064992",0.999572,"Blank",250064992
"Blank:250065003",0.999533,"Blank",250065003
"Blank:250065010",0.999913,"Blank",250065010
"Blank:250065011",0.381788,"Blank",250065011
"Blank:250079781",0.999928,"Blank",250079781
"Blank:250079792",0.999821,"Blank",250079792
"Blank:250079815",0.999915,"Blank",250079815
"Blank:250079831",0.999935,"Blank",250079831
"Blank:250079843",0.999975,"Blank",250079843
"Blank:250079855",0.999932,"Blank",250079855
"Blank:250079908",0.999913,"Blank",250079908
"Blank:250079919",0.946686,"Blank",250079919
"Blank:250080035",0.999341,"Blank",250080035
"Blank:250080046",0.999262,"Blank",250080046
"Blank:250080052",0.997857,"Blank",250080052
"Blank:250080121",0.0739495,"Blank",250080121
"blank:250080162",0.999033,"blank",250080162
"blank:250080173",0.999964,"blank",250080173
"BLANK:250178855",0.999961,"BLANK",250178855
"BLANK:250178963",0.999847,"BLANK",250178963
"BLANK:250179035",0.999578,"BLANK",250179035
"BLANK:250179038",0.999164,"BLANK",250179038
"BLANK:250179073",0.999961,"BLANK",250179073
"BLANK:250183144",0.984347,"BLANK",250183144
"BREAD_1001:250015684",0.271889,"BREAD_1001",250015684
"BREAD_100116:250038188",0.152745,"BREAD_100116",250038188
"BREAD_100117:250038189",0.181579,"BREAD_100117",250038189
"BREAD_1003:250015696",0.227063,"BREAD_1003",250015696
"BREAD_1004:250015708",0.319996,"BREAD_1004",250015708
"BREAD_1005:250015660",0.213724,"BREAD_1005",250015660
"BREAD_1006:250015663",0.249857,"BREAD_1006",250015663
"BREAD_1007:250015641",0.278033,"BREAD_1007",250015641
"BREAD_1010:250015673",0.277962,"BREAD_1010",250015673
"BREAD_1011:250015685",0.25818,"BREAD_1011",250015685
"BREAD_1013:250015697",0.389696,"BREAD_1013",250015697
"BREAD_1014:250015709",0.226362,"BREAD_1014",250015709
"BREAD_1023:250015664",0.146073,"BREAD_1023",250015664
"BREAD_1025:250015642",0.086515,"BREAD_1025",250015642
"BREAD_1029:250015668",0.128113,"BREAD_1029",250015668
"BREAD_1030:250015674",0.228021,"BREAD_1030",250015674
"BREAD_1037:250015698",0.172871,"BREAD_1037",250015698
"BREAD_1041:250015710",0.185289,"BREAD_1041",250015710
"BREAD_1042:250015661",0.164546,"BREAD_1042",250015661
"BREAD_1043:250015665",0.153443,"BREAD_1043",250015665
"BREAD_1047:250015643",0.189141,"BREAD_1047",250015643
"BREAD_1048:250015653",0.161887,"BREAD_1048",250015653
"BREAD_1055:250015675",0.1619,"BREAD_1055",250015675
"BREAD_1056:250015687",0.163182,"BREAD_1056",250015687
"BREAD_1059:250015699",0.168569,"BREAD_1059",250015699
"BREAD_1063:250015711",0.169947,"BREAD_1063",250015711
"BREAD_1064:250015625",0.159309,"BREAD_1064",250015625
"BREAD_1065:250015633",0.16532,"BREAD_1065",250015633
"BREAD_1068:250015644",0.162571,"BREAD_1068",250015644
"BREAD_1071:250015654",0.158505,"BREAD_1071",250015654
"BREAD_1072:250015676",0.157313,"BREAD_1072",250015676
"BREAD_1074:250015688",0.165922,"BREAD_1074",250015688
"BREAD_1076:250015700",0.203345,"BREAD_1076",250015700
"BREAD_1078:250015712",0.200066,"BREAD_1078",250015712
"BREAD_1081:250015662",0.290932,"BREAD_1081",250015662
"BREAD_1082:250015634",0.200109,"BREAD_1082",250015634
"BREAD_1083:250015645",0.208844,"BREAD_1083",250015645
"BREAD_1084:250015655",0.267009,"BREAD_1084",250015655
"BREAD_1085:250015677",0.206475,"BREAD_1085",250015677
"BREAD_1086:250015689",0.213116,"BREAD_1086",250015689
"BREAD_1089:250015701",0.289945,"BREAD_1089",250015701
"BREAD_1092:250015713",0.289587,"BREAD_1092",250015713
"BREAD_110409:250036317",0.250171,"BREAD_110409",250036317
"BREAD_110410:250036318",0.287192,"BREAD_110410",250036318
"BREAD_110411:250036320",0.281939,"BREAD_110411",250036320
"BREAD_110412:250036321",0.275784,"BREAD_110412",250036321
"BREAD_110413:250036322",0.281532,"BREAD_110413",250036322
"BREAD_110414:250036323",0.302583,"BREAD_110414",250036323
"BREAD_110415:250036324",0.322438,"BREAD_110415",250036324
"BREAD_110416:250036325",0.259635,"BREAD_110416",250036325
"BREAD_110417:250036326",0.328514,"BREAD_110417",250036326
"BREAD_110418:250036327",0.238761,"BREAD_110418",250036327
"BREAD_110419:250036328",0.273746,"BREAD_110419",250036328
"BREAD_110420:250036329",0.252404,"BREAD_110420",250036329
"BREAD_110421:250036330",0.271619,"BREAD_110421",250036330
"BREAD_110422:250036331",0.270952,"BREAD_110422",250036331
"BREAD_110423:250036332",0.28899,"BREAD_110423",250036332
"BREAD_110424:250036333",0.298313,"BREAD_110424",250036333
"BREAD_110425:250036334",0.268315,"BREAD_110425",250036334
"BREAD_110426:250036335",0.2788,"BREAD_110426",250036335
"BREAD_110427:250036336",0.305095,"BREAD_110427",250036336
"BREAD_110428:250036337",0.3166,"BREAD_110428",250036337
"BREAD_110429:250036338",0.375455,"BREAD_110429",250036338
"BREAD_110430:250036339",0.299806,"BREAD_110430",250036339
"BREAD_110431:250036340",0.298126,"BREAD_110431",250036340
"BREAD_110432:250036341",0.2732,"BREAD_110432",250036341
"BREAD_110433:250036342",0.275647,"BREAD_110433",250036342
"BREAD_110434:250036343",0.282291,"BREAD_110434",250036343
"BREAD_110435:250036344",0.30186,"BREAD_110435",250036344
"BREAD_110436:250036345",0.311936,"BREAD_110436",250036345
"BREAD_110437:250036346",0.479865,"BREAD_110437",250036346
"BREAD_110438:250036347",0.453357,"BREAD_110438",250036347
"BREAD_110439:250036348",0.449428,"BREAD_110439",250036348
"BREAD_110440:250036349",0.453646,"BREAD_110440",250036349
"BREAD_110441:250036350",0.36364,"BREAD_110441",250036350
"BREAD_110442:250036351",0.338723,"BREAD_110442",250036351
"BREAD_110443:250036352",0.365989,"BREAD_110443",250036352
"BREAD_110444:250036353",0.372157,"BREAD_110444",250036353
"BREAD_110445:250036354",0.364211,"BREAD_110445",250036354
"BREAD_110446:250036355",0.361453,"BREAD_110446",250036355
"BREAD_110447:250036356",0.257048,"BREAD_110447",250036356
"BREAD_110448:250036357",0.238577,"BREAD_110448",250036357
"BREAD_110449:250036358",0.299756,"BREAD_110449",250036358
"BREAD_110450:250036359",0.29875,"BREAD_110450",250036359
"BREAD_110451:250036360",0.309914,"BREAD_110451",250036360
"BREAD_110452:250036361",0.321255,"BREAD_110452",250036361
"BREAD_110453:250036362",0.296631,"BREAD_110453",250036362
"BREAD_110454:250036363",0.263656,"BREAD_110454",250036363
"BREAD_110455:250036364",0.276942,"BREAD_110455",250036364
"BREAD_110456:250036365",0.27636,"BREAD_110456",250036365
"BREAD_110457:250036366",0.317114,"BREAD_110457",250036366
"BREAD_110458:250036367",0.298117,"BREAD_110458",250036367
"BREAD_110459:250036368",0.344344,"BREAD_110459",250036368
"BREAD_110460:250036369",0.270594,"BREAD_110460",250036369
"BREAD_110461:250036370",0.328686,"BREAD_110461",250036370
"BREAD_110462:250036371",0.378409,"BREAD_110462",250036371
"BREAD_110463:250036372",0.315219,"BREAD_110463",250036372
"BREAD_110464:250036373",0.308974,"BREAD_110464",250036373
"BREAD_110465:250036374",0.298757,"BREAD_110465",250036374
"BREAD_110466:250036375",0.353536,"BREAD_110466",250036375
"BREAD_110467:250036376",0.359092,"BREAD_110467",250036376
"BREAD_110468:250036377",0.322935,"BREAD_110468",250036377
"BREAD_110469:250036378",0.325549,"BREAD_110469",250036378
"BREAD_110470:250036379",0.320116,"BREAD_110470",250036379
"BREAD_110471:250036380",0.360947,"BREAD_110471",250036380
"BREAD_110472:250036381",0.44076,"BREAD_110472",250036381
"BREAD_110473:250036382",0.319597,"BREAD_110473",250036382
"BREAD_110474:250036383",0.305788,"BREAD_110474",250036383
"BREAD_110475:250036384",0.366379,"BREAD_110475",250036384
"BREAD_110476:250036385",0.437866,"BREAD_110476",250036385
"BREAD_110477:250036386",0.386244,"BREAD_110477",250036386
"BREAD_110478:250036387",0.354582,"BREAD_110478",250036387
"BREAD_110479:250036388",0.315976,"BREAD_110479",250036388
"BREAD_110480:250036389",0.364665,"BREAD_110480",250036389
"BREAD_110481:250036390",0.396874,"BREAD_110481",250036390
"BREAD_110482:250036391",0.423152,"BREAD_110482",250036391
"BREAD_110483:250036392",0.193761,"BREAD_110483",250036392
"BREAD_110484:250036393",0.998507,"BREAD_110484",250036393
"BREAD_110485:250036394",0.115311,"BREAD_110485",250036394
"BREAD_110486:250036395",0.104799,"BREAD_110486",250036395
"BREAD_110487:250036396",0.112147,"BREAD_110487",250036396
"BREAD_110488:250036397",0.105258,"BREAD_110488",250036397
"BREAD_110489:250036398",0.101274,"BREAD_110489",250036398
"BREAD_110490:250036399",0.101968,"BREAD_110490",250036399
"BREAD_110491:250036400",0.105147,"BREAD_110491",250036400
"BREAD_110492:250036401",0.103039,"BREAD_110492",250036401
"BREAD_110493:250036402",0.108184,"BREAD_110493",250036402
"BREAD_110494:250036403",0.116648,"BREAD_110494",250036403
"BREAD_110495:250036404",0.0998829,"BREAD_110495",250036404
"BREAD_110496:250036405",0.104911,"BREAD_110496",250036405
"BREAD_110497:250036406",0.103243,"BREAD_110497",250036406
"BREAD_110498:250036407",0.100705,"BREAD_110498",250036407
"BREAD_110499:250036408",0.107986,"BREAD_110499",250036408
"BREAD_110500:250036409",0.118044,"BREAD_110500",250036409
"BREAD_110501:250036410",0.0992745,"BREAD_110501",250036410
"BREAD_110502:250036411",0.0974832,"BREAD_110502",250036411
"BREAD_110503:250036412",0.0992893,"BREAD_110503",250036412
"BREAD_110504:250036444",0.0968684,"BREAD_110504",250036444
"BREAD_110505:250036445",0.0952425,"BREAD_110505",250036445
"BREAD_110506:250036446",0.120414,"BREAD_110506",250036446
"BREAD_110507:250036447",0.105616,"BREAD_110507",250036447
"BREAD_110508:250036448",0.0991929,"BREAD_110508",250036448
"BREAD_110509:250036449",0.0985707,"BREAD_110509",250036449
"BREAD_110510:250036450",0.16372,"BREAD_110510",250036450
"BREAD_110511:250036451",0.103252,"BREAD_110511",250036451
"BREAD_110512:250036452",0.110739,"BREAD_110512",250036452
"BREAD_110513:250036453",0.0963406,"BREAD_110513",250036453
"BREAD_110514:250036454",0.0978065,"BREAD_110514",250036454
"BREAD_110515:250036455",0.100521,"BREAD_110515",250036455
"BREAD_110516:250036456",0.116543,"BREAD_110516",250036456
"BREAD_110517:250036457",0.137684,"BREAD_110517",250036457
"BREAD_110518:250036459",0.101287,"BREAD_110518",250036459
"BREAD_110519:250036460",0.116819,"BREAD_110519",250036460
"BREAD_110520:250036461",0.0964932,"BREAD_110520",250036461
"BREAD_110521:250036462",0.0974185,"BREAD_110521",250036462
"BREAD_110522:250036463",0.1019,"BREAD_110522",250036463
"BREAD_110523:250036464",0.0977418,"BREAD_110523",250036464
"BREAD_110524:250036465",0.115296,"BREAD_110524",250036465
"BREAD_110525:250036466",0.0992925,"BREAD_110525",250036466
"BREAD_110526:250036467",0.106033,"BREAD_110526",250036467
"BREAD_110527:250036468",0.0999528,"BREAD_110527",250036468
"BREAD_110528:250036469",0.101617,"BREAD_110528",250036469
"BREAD_110529:250036470",0.103335,"BREAD_110529",250036470
"BREAD_110530:250036471",0.0998839,"BREAD_110530",250036471
"BREAD_110531:250036472",0.108237,"BREAD_110531",250036472
"BREAD_110532:250036473",0.109471,"BREAD_110532",250036473
"BREAD_110533:250036474",0.0997652,"BREAD_110533",250036474
"BREAD_110534:250036475",0.0958212,"BREAD_110534",250036475
"BREAD_110535:250036476",0.110331,"BREAD_110535",250036476
"BREAD_110536:250036477",0.105276,"BREAD_110536",250036477
"BREAD_110537:250036478",0.108723,"BREAD_110537",250036478
"BREAD_110538:250036479",0.0972648,"BREAD_110538",250036479
"BREAD_110539:250036480",0.0986353,"BREAD_110539",250036480
"BREAD_110540:250036481",0.133742,"BREAD_110540",250036481
"BREAD_110541:250036482",0.104745,"BREAD_110541",250036482
"BREAD_110542:250036483",0.999909,"BREAD_110542",250036483
"BREAD_110543:250036484",0.106134,"BREAD_110543",250036484
"BREAD_110544:250036485",0.106865,"BREAD_110544",250036485
"BREAD_110545:250036486",0.100894,"BREAD_110545",250036486
"BREAD_110546:250036487",0.114035,"BREAD_110546",250036487
"BREAD_110547:250036488",0.107437,"BREAD_110547",250036488
"BREAD_110548:250036489",0.10703,"BREAD_110548",250036489
"BREAD_110549:250036490",0.110333,"BREAD_110549",250036490
"BREAD_110550:250036491",0.102722,"BREAD_110550",250036491
"BREAD_110551:250036492",0.107721,"BREAD_110551",250036492
"BREAD_110553:250036494",0.102436,"BREAD_110553",250036494
"BREAD_110554:250036495",0.12139,"BREAD_110554",250036495
"BREAD_110555:250036496",0.0817304,"BREAD_110555",250036496
"BREAD_110556:250036497",0.104805,"BREAD_110556",250036497
"BREAD_110557:250036498",0.0981054,"BREAD_110557",250036498
"BREAD_110558:250036499",0.106878,"BREAD_110558",250036499
"BREAD_110559:250036500",0.120867,"BREAD_110559",250036500
"BREAD_110560:250036501",0.102365,"BREAD_110560",250036501
"BREAD_110561:250036502",0.101428,"BREAD_110561",250036502
"BREAD_110562:250036503",0.0978881,"BREAD_110562",250036503
"BREAD_110563:250036504",0.100415,"BREAD_110563",250036504
"BREAD_110564:250036505",0.111996,"BREAD_110564",250036505
"BREAD_110565:250036506",0.0998617,"BREAD_110565",250036506
"BREAD_110566:250036507",0.102835,"BREAD_110566",250036507
"BREAD_110567:250036508",0.117969,"BREAD_110567",250036508
"BREAD_110568:250036509",0.113426,"BREAD_110568",250036509
"BREAD_110569:250036510",0.123331,"BREAD_110569",250036510
"BREAD_110570:250036511",0.108824,"BREAD_110570",250036511
"BREAD_110571:250036512",0.101586,"BREAD_110571",250036512
"BREAD_110572:250036513",0.119916,"BREAD_110572",250036513
"BREAD_110573:250036514",0.096489,"BREAD_110573",250036514
"BREAD_110574:250036515",0.108714,"BREAD_110574",250036515
"BREAD_110575:250036516",0.227192,"BREAD_110575",250036516
"BREAD_110576:250036517",0.0992798,"BREAD_110576",250036517
"BREAD_110577:250036518",0.096259,"BREAD_110577",250036518
"BREAD_110578:250036519",0.105689,"BREAD_110578",250036519
"BREAD_110579:250036520",0.103805,"BREAD_110579",250036520
"BREAD_110580:250036521",0.10079,"BREAD_110580",250036521
"BREAD_110581:250036522",0.102007,"BREAD_110581",250036522
"BREAD_110582:250036523",0.117958,"BREAD_110582",250036523
"BREAD_110583:250036524",0.0940787,"BREAD_110583",250036524
"BREAD_110584:250036525",0.104805,"BREAD_110584",250036525
"BREAD_110585:250036526",0.0994515,"BREAD_110585",250036526
"BREAD_110586:250036527",0.100994,"BREAD_110586",250036527
"BREAD_110587:250036528",0.104379,"BREAD_110587",250036528
"BREAD_110588:250036529",0.107422,"BREAD_110588",250036529
"BREAD_110589:250036530",0.116964,"BREAD_110589",250036530
"BREAD_110590:250036531",0.102364,"BREAD_110590",250036531
"BREAD_110591:250036532",0.103886,"BREAD_110591",250036532
"BREAD_110592:250036533",0.103758,"BREAD_110592",250036533
"BREAD_110593:250036534",0.101226,"BREAD_110593",250036534
"BREAD_110594:250036535",0.098788,"BREAD_110594",250036535
"BREAD_110595:250036536",0.0897118,"BREAD_110595",250036536
"BREAD_110596:250036537",0.0965176,"BREAD_110596",250036537
"BREAD_110597:250036538",0.0926541,"BREAD_110597",250036538
"BREAD_110598:250036539",0.103544,"BREAD_110598",250036539
"BREAD_110599:250036571",0.0986194,"BREAD_110599",250036571
"BREAD_110600:250036572",0.104494,"BREAD_110600",250036572
"BREAD_110601:250036573",0.099673,"BREAD_110601",250036573
"BREAD_110602:250036574",0.110713,"BREAD_110602",250036574
"BREAD_110603:250036575",0.121528,"BREAD_110603",250036575
"BREAD_110604:250036576",0.104652,"BREAD_110604",250036576
"BREAD_110605:250036577",0.0979474,"BREAD_110605",250036577
"BREAD_110606:250036578",0.110242,"BREAD_110606",250036578
"BREAD_110607:250036579",0.0922439,"BREAD_110607",250036579
"BREAD_110608:250036580",0.0942567,"BREAD_110608",250036580
"BREAD_110609:250036581",0.0903498,"BREAD_110609",250036581
"BREAD_110610:250036582",0.0992098,"BREAD_110610",250036582
"BREAD_110611:250036583",0.0974365,"BREAD_110611",250036583
"BREAD_110612:250036584",0.112457,"BREAD_110612",250036584
"BREAD_110613:250036585",0.106675,"BREAD_110613",250036585
"BREAD_110614:250036586",0.114827,"BREAD_110614",250036586
"BREAD_110615:250036588",0.105646,"BREAD_110615",250036588
"BREAD_110616:250036589",0.101826,"BREAD_110616",250036589
"BREAD_110617:250036590",0.102125,"BREAD_110617",250036590
"BREAD_110618:250036591",0.109873,"BREAD_110618",250036591
"BREAD_110619:250036592",0.0927538,"BREAD_110619",250036592
"BREAD_110620:250036593",0.103061,"BREAD_110620",250036593
"BREAD_110621:250036594",0.106637,"BREAD_110621",250036594
"BREAD_110622:250036595",0.102199,"BREAD_110622",250036595
"BREAD_110623:250036596",0.105062,"BREAD_110623",250036596
"BREAD_110624:250036597",0.0997949,"BREAD_110624",250036597
"BREAD_110625:250036598",0.102627,"BREAD_110625",250036598
"BREAD_110626:250036599",0.115854,"BREAD_110626",250036599
"BREAD_110627:250036600",0.116231,"BREAD_110627",250036600
"BREAD_110628:250036601",0.107761,"BREAD_110628",250036601
"BREAD_110629:250036602",0.103763,"BREAD_110629",250036602
"BREAD_110630:250036603",0.103417,"BREAD_110630",250036603
"BREAD_110631:250036604",0.0958774,"BREAD_110631",250036604
"BREAD_110632:250036605",0.0988017,"BREAD_110632",250036605
"BREAD_110633:250036606",0.101119,"BREAD_110633",250036606
"BREAD_110634:250036607",0.104705,"BREAD_110634",250036607
"BREAD_110635:250036608",0.104581,"BREAD_110635",250036608
"BREAD_110636:250036609",0.110604,"BREAD_110636",250036609
"BREAD_110637:250036610",0.101136,"BREAD_110637",250036610
"BREAD_110638:250036611",0.104622,"BREAD_110638",250036611
"BREAD_110639:250036612",0.0995363,"BREAD_110639",250036612
"BREAD_110640:250036613",0.101277,"BREAD_110640",250036613
"BREAD_110641:250036614",0.116385,"BREAD_110641",250036614
"BREAD_110642:250036615",0.0972309,"BREAD_110642",250036615
"BREAD_110643:250036616",0.113604,"BREAD_110643",250036616
"BREAD_110644:250036617",0.10442,"BREAD_110644",250036617
"BREAD_110645:250036618",0.099973,"BREAD_110645",250036618
"BREAD_110646:250036619",0.111121,"BREAD_110646",250036619
"BREAD_110647:250036620",0.114622,"BREAD_110647",250036620
"BREAD_110648:250036621",0.101833,"BREAD_110648",250036621
"BREAD_110649:250036622",0.105958,"BREAD_110649",250036622
"BREAD_110650:250036623",0.0927114,"BREAD_110650",250036623
"BREAD_110651:250036624",0.104101,"BREAD_110651",250036624
"BREAD_110652:250036625",0.09481,"BREAD_110652",250036625
"BREAD_110653:250036626",0.124675,"BREAD_110653",250036626
"BREAD_110654:250036627",0.115392,"BREAD_110654",250036627
"BREAD_110655:250036628",0.0869729,"BREAD_110655",250036628
"BREAD_110656:250036629",0.0946616,"BREAD_110656",250036629
"BREAD_110657:250036630",0.104958,"BREAD_110657",250036630
"BREAD_110658:250036631",0.104358,"BREAD_110658",250036631
"BREAD_110659:250036632",0.0998659,"BREAD_110659",250036632
"BREAD_110660:250036633",0.111376,"BREAD_110660",250036633
"BREAD_110661:250036634",0.114666,"BREAD_110661",250036634
"BREAD_110662:250036635",0.112479,"BREAD_110662",250036635
"BREAD_110663:250036636",0.129624,"BREAD_110663",250036636
"BREAD_110664:250036637",0.111169,"BREAD_110664",250036637
"BREAD_110665:250036638",0.106661,"BREAD_110665",250036638
"BREAD_110666:250036639",0.0999285,"BREAD_110666",250036639
"BREAD_110667:250036640",0.115047,"BREAD_110667",250036640
"BREAD_110668:250036641",0.103851,"BREAD_110668",250036641
"BREAD_110669:250036642",0.100885,"BREAD_110669",250036642
"BREAD_110670:250036643",0.0908067,"BREAD_110670",250036643
"BREAD_110671:250036644",0.100131,"BREAD_110671",250036644
"BREAD_110672:250036645",0.0968928,"BREAD_110672",250036645
"BREAD_110673:250036646",0.117247,"BREAD_110673",250036646
"BREAD_110674:250036647",0.136735,"BREAD_110674",250036647
"BREAD_110675:250036648",0.135934,"BREAD_110675",250036648
"BREAD_110676:250036649",0.133168,"BREAD_110676",250036649
"BREAD_110677:250036650",0.107014,"BREAD_110677",250036650
"BREAD_110678:250036651",0.0992172,"BREAD_110678",250036651
"BREAD_110679:250036652",0.101579,"BREAD_110679",250036652
"BREAD_110680:250036653",0.106298,"BREAD_110680",250036653
"BREAD_110681:250036654",0.0994292,"BREAD_110681",250036654
"BREAD_110682:250036655",0.102313,"BREAD_110682",250036655
"BREAD_110683:250036656",0.110554,"BREAD_110683",250036656
"BREAD_110684:250036657",0.104037,"BREAD_110684",250036657
"BREAD_110685:250036658",0.116974,"BREAD_110685",250036658
"BREAD_110686:250036659",0.113849,"BREAD_110686",250036659
"BREAD_110687:250036660",0.0979686,"BREAD_110687",250036660
"BREAD_110688:250036661",0.102222,"BREAD_110688",250036661
"BREAD_110689:250036662",0.103761,"BREAD_110689",250036662
"BREAD_110690:250036663",0.0924549,"BREAD_110690",250036663
"BREAD_110691:250036664",0.113731,"BREAD_110691",250036664
"BREAD_110692:250036665",0.119576,"BREAD_110692",250036665
"BREAD_110693:250036666",0.102118,"BREAD_110693",250036666
"BREAD_110694:250036698",0.120549,"BREAD_110694",250036698
"BREAD_110695:250036699",0.101799,"BREAD_110695",250036699
"BREAD_110696:250036700",0.0971949,"BREAD_110696",250036700
"BREAD_110697:250036701",0.106281,"BREAD_110697",250036701
"BREAD_110698:250036702",0.10829,"BREAD_110698",250036702
"BREAD_110699:250036703",0.100774,"BREAD_110699",250036703
"BREAD_110700:250036704",0.1183,"BREAD_110700",250036704
"BREAD_110701:250036705",0.0958477,"BREAD_110701",250036705
"BREAD_110702:250036706",0.111083,"BREAD_110702",250036706
"BREAD_110703:250036707",0.108559,"BREAD_110703",250036707
"BREAD_110704:250036708",0.102806,"BREAD_110704",250036708
"BREAD_110705:250036709",0.115455,"BREAD_110705",250036709
"BREAD_110706:250036710",0.100378,"BREAD_110706",250036710
"BREAD_110707:250036711",0.119856,"BREAD_110707",250036711
"BREAD_110708:250036712",0.119611,"BREAD_110708",250036712
"BREAD_110709:250036713",0.11492,"BREAD_110709",250036713
"BREAD_110710:250036714",0.0903233,"BREAD_110710",250036714
"BREAD_110711:250036715",0.102482,"BREAD_110711",250036715
"BREAD_110712:250036716",0.111593,"BREAD_110712",250036716
"BREAD_110713:250036717",0.108288,"BREAD_110713",250036717
"BREAD_110714:250036718",0.132304,"BREAD_110714",250036718
"BREAD_110715:250036719",0.105559,"BREAD_110715",250036719
"BREAD_110716:250036720",0.0970221,"BREAD_110716",250036720
"BREAD_110717:250036721",0.113059,"BREAD_110717",250036721
"BREAD_110718:250036722",0.0998744,"BREAD_110718",250036722
"BREAD_110719:250036723",0.103771,"BREAD_110719",250036723
"BREAD_110720:250036724",0.0986788,"BREAD_110720",250036724
"BREAD_110721:250036725",0.10064,"BREAD_110721",250036725
"BREAD_110722:250036727",0.0990869,"BREAD_110722",250036727
"BREAD_110723:250036728",0.116499,"BREAD_110723",250036728
"BREAD_110724:250036729",0.105938,"BREAD_110724",250036729
"BREAD_110725:250036730",0.118034,"BREAD_110725",250036730
"BREAD_110726:250036731",0.129109,"BREAD_110726",250036731
"BREAD_110727:250036732",0.120771,"BREAD_110727",250036732
"BREAD_110728:250036733",0.124715,"BREAD_110728",250036733
"BREAD_110729:250036734",0.115112,"BREAD_110729",250036734
"BREAD_110730:250036735",0.111897,"BREAD_110730",250036735
"BREAD_110731:250036736",0.108175,"BREAD_110731",250036736
"BREAD_110732:250036737",0.116756,"BREAD_110732",250036737
"BREAD_110733:250036738",0.114564,"BREAD_110733",250036738
"BREAD_110734:250036739",0.107985,"BREAD_110734",250036739
"BREAD_110735:250036740",0.130669,"BREAD_110735",250036740
"BREAD_110736:250036741",0.13529,"BREAD_110736",250036741
"BREAD_110737:250036742",0.134738,"BREAD_110737",250036742
"BREAD_110738:250036743",0.110281,"BREAD_110738",250036743
"BREAD_110739:250036744",0.110359,"BREAD_110739",250036744
"BREAD_110740:250036745",0.119006,"BREAD_110740",250036745
"BREAD_110741:250036746",0.107862,"BREAD_110741",250036746
"BREAD_110742:250036747",0.111862,"BREAD_110742",250036747
"BREAD_110743:250036748",0.121918,"BREAD_110743",250036748
"BREAD_110744:250036749",0.111521,"BREAD_110744",250036749
"BREAD_110745:250036750",0.11124,"BREAD_110745",250036750
"BREAD_110746:250036751",0.139149,"BREAD_110746",250036751
"BREAD_110747:250036752",0.124259,"BREAD_110747",250036752
"BREAD_110748:250036753",0.11195,"BREAD_110748",250036753
"BREAD_110749:250036754",0.0978595,"BREAD_110749",250036754
"BREAD_110750:250036755",0.116029,"BREAD_110750",250036755
"BREAD_110751:250036756",0.107785,"BREAD_110751",250036756
"BREAD_110752:250036757",0.113594,"BREAD_110752",250036757
"BREAD_110753:250036758",0.117069,"BREAD_110753",250036758
"BREAD_110754:250036759",0.109836,"BREAD_110754",250036759
"BREAD_110755:250036760",0.116329,"BREAD_110755",250036760
"BREAD_110756:250036761",0.11823,"BREAD_110756",250036761
"BREAD_110757:250036762",0.109738,"BREAD_110757",250036762
"BREAD_110758:250036763",0.120052,"BREAD_110758",250036763
"BREAD_110759:250036764",0.114467,"BREAD_110759",250036764
"BREAD_110760:250036765",0.113939,"BREAD_110760",250036765
