Year,Tier,Range,Pass,Gen,plate,Grp,Switch,New_Block_Pass,New_Block_Range,GRIN.pedigree,Source
2015,2,25,14,148,5,New_Lines,1,2,2,A497,Ames 23441
2015,2,32,13,359,26,New_Lines,1,2,5,A500,Ames 23444
2015,3,7,65,795,17,New_Lines,1,4,2,OC5,PI 553058
2015,2,32,26,370,25,New_Lines,1,4,5,T8146 INBRED,PI 267168
2015,3,28,66,1434,4,New_Lines,1,4,9,B68,PI 550465
2015,3,9,58,850,27,New_Lines,1,3,3,66,Ames 26770
2015,3,38,37,1710,15,New_Lines,1,1,13,81-1,NSL 8581
2015,3,21,56,1211,12,New_Lines,1,3,7,C102,NSL 22983
2015,3,27,51,1390,13,New_Lines,1,2,9,CI 85B,CIze 85
2015,3,9,38,830,7,New_Lines,1,1,3,OS602,PI 559921
2015,2,39,12,567,13,New_Lines,1,2,7,R-53-2 INBR.FR.YELPEARL,PI 340867
2015,2,32,2,348,7,New_Lines,1,1,5,MS215,Ames 24744
2015,3,22,64,1250,24,New_Lines,1,4,7,PHM81,PI 548801
2015,2,32,7,353,14,New_Lines,1,1,5,A334,Ames 23423
2015,3,33,61,1581,7,New_Lines,1,4,11,A152,Ames 23395
2015,2,35,19,454,16,New_Lines,1,3,6,AD SA6,Ames 29006
2015,2,31,6,322,14,New_Lines,1,1,4,H126W,PI 583846
2015,3,12,56,940,18,New_Lines,1,3,4,N532,PI 594078
2015,3,40,44,1777,12,New_Lines,1,1,13,MR20 (Shoe Peg) S7,Ames 30534
2015,3,37,62,1703,12,New_Lines,1,4,12,Mo512BW,Ames 28947
2015,3,29,48,1447,5,New_Lines,1,2,10,INBRED 109,PI 186196
2015,2,36,10,476,18,New_Lines,1,2,6,4F-403 JV 15,PI 198906
2015,3,6,50,751,13,New_Lines,1,2,2,MS224,Ames 24749
2015,3,14,38,982,16,New_Lines,1,1,5,CI 187-2,Ames 26138
2015,2,41,13,621,26,New_Lines,1,2,8,LH38,PI 600791
2015,3,32,54,1544,12,New_Lines,1,3,11,A178N,PI 406110
2015,3,29,49,1448,4,New_Lines,1,2,10,B42,PI 603939
2015,2,33,28,402,13,New_Lines,1,4,5,207,PI 601005
2015,3,12,42,926,13,New_Lines,1,1,4,LH59,PI 601466
2015,3,10,42,865,15,New_Lines,1,1,3,Oh33,NSL 28965
2015,3,8,48,809,25,New_Lines,1,2,3,T8445 INBRED,PI 267171
2015,2,24,21,126,26,New_Lines,1,3,2,E8501,PI 601724
2015,3,10,37,860,25,New_Lines,1,1,3,58803 Mo17 (Meth) BcS3,PI 648432
2015,3,24,56,1302,19,New_Lines,1,3,8,Va85,Ames 27193
2015,3,23,38,1256,7,New_Lines,1,1,8,N200,PI 568159
2015,2,40,31,615,29,New_Lines,1,4,7,ICI 441,PI 559381
2015,3,11,53,906,3,New_Lines,1,3,4,INBRED 309,PI 186227
2015,2,26,7,173,26,New_Lines,1,1,3,CO216,Ames 27044
2015,3,19,59,1153,15,New_Lines,1,3,6,CI 2,Ames 26115
2015,3,22,39,1226,7,New_Lines,1,1,7,AusTRCF 306240,NSL 437935
2015,3,12,54,938,15,New_Lines,1,3,4,N524,PI 594072
2015,2,31,24,338,3,New_Lines,1,3,4,EAST 028 WHITE COB,Ames 14211
2015,3,41,47,1806,13,New_Lines,1,2,14,CI 64,CIze 64
2015,3,28,68,1436,7,New_Lines,1,4,9,Mo2RF,PI 558521
2015,3,18,49,1115,10,New_Lines,1,2,6,N512,PI 594061
2015,3,34,63,1613,29,New_Lines,1,4,11,Mo29W,Ames 28929
2015,3,24,66,1312,3,New_Lines,1,4,8,INBRED 34-1141,PI 186218
2015,3,24,41,1289,27,New_Lines,1,1,8,W24,NSL 30064
2015,3,16,37,1042,27,New_Lines,1,1,5,N508,PI 594057
2015,2,37,11,506,25,New_Lines,1,2,6,ZS01250,PI 595616
2015,2,26,6,172,3,New_Lines,1,1,3,CO158,Ames 27042
2015,3,3,55,664,19,New_Lines,1,3,1,A632HTN,Ames 23469
2015,3,29,63,1461,5,New_Lines,1,4,10,Va6,PI 542957
2015,3,9,55,847,5,New_Lines,1,3,3,LH132,PI 601004
2015,3,29,46,1446,16,New_Lines,1,2,10,INBRED 381,PI 186184
2015,3,8,54,815,16,New_Lines,1,3,3,S 61,PI 369443
2015,2,25,12,146,3,New_Lines,1,2,2,W401,Ames 27194
2015,3,36,45,1657,12,New_Lines,1,2,12,Ab610,PI 542938
2015,3,25,59,1335,4,New_Lines,1,3,8,Oh599,PI 572413
2015,2,24,4,110,15,New_Lines,1,1,2,A90,Ames 23392
2015,3,35,68,1648,3,New_Lines,1,4,12,TZEEI 3,PI 641253
2015,3,40,63,1796,17,New_Lines,1,4,13,U267Y,Ames 27191
2015,3,26,50,1358,10,New_Lines,1,2,9,SW 322,Ames 2329
2015,3,20,37,1163,17,New_Lines,1,1,7,PHR63,PI 601787
2015,3,20,50,1176,3,New_Lines,1,2,7,AD Sg1501,Ames 29022
2015,3,25,64,1340,27,New_Lines,1,4,8,AusTRCF 306351,NSL 438037
2015,3,14,61,1003,12,New_Lines,1,4,5,R30,NSL 30868
2015,3,6,51,752,29,New_Lines,1,2,2,MS225,Ames 24750
2015,3,36,68,1678,4,New_Lines,1,4,12,CI 88A,CIze 88
2015,3,9,51,843,10,New_Lines,1,2,3,MS77,Ames 24717
2015,2,28,20,245,17,New_Lines,1,3,3,MS92,Ames 24724
2015,3,8,68,828,3,New_Lines,1,4,3,SD41,PI 606769
2015,3,39,47,1750,25,New_Lines,1,2,13,Hi31,PI 593013
2015,2,40,22,607,26,New_Lines,1,3,7,SD46,PI 524970
2015,3,21,37,1193,18,New_Lines,1,1,7,NC308,Ames 27150
2015,3,23,65,1281,3,New_Lines,1,4,8,CI 12,Ames 28949
2015,3,24,39,1287,5,New_Lines,1,1,8,A632HT,Ames 23468
2015,3,32,57,1547,12,New_Lines,1,3,11,Va91,Ames 19019
2015,2,30,11,297,3,New_Lines,1,2,4,LH61,PI 601416
2015,3,6,67,767,12,New_Lines,1,4,2,W23,NSL 30060
2015,3,3,62,671,24,New_Lines,1,4,1,A619Ht3,Ames 25221
2015,3,32,38,1528,12,New_Lines,1,1,11,AusTRCF 306319,NSL 438005
2015,2,35,17,452,25,New_Lines,1,3,6,AD 221,Ames 28995
2015,3,9,42,834,24,New_Lines,1,1,3,Va16,Ames 19001
2015,3,20,62,1186,16,New_Lines,1,4,7,H41,Ames 26783
2015,3,41,54,1809,16,New_Lines,1,3,14,SC 212M,NSL 68242
2015,2,36,17,483,13,New_Lines,1,3,6,BR-17 INBR.FR.SUPERGOLD,PI 340851
2015,3,28,62,1430,5,New_Lines,1,4,9,R917A,NSL 30911
2015,2,37,6,502,13,New_Lines,1,1,6,4F-345 CN 12,PI 198902
2015,2,34,7,413,18,New_Lines,1,1,5,SD53,PI 538229
2015,3,21,40,1196,24,New_Lines,1,1,7,CI 91B Goodman-Buckler,Ames 28365
2015,3,22,43,1230,3,New_Lines,1,1,7,N517,PI 594066
2015,3,13,37,951,18,New_Lines,1,1,4,5707,PI 601269
2015,3,23,64,1280,26,New_Lines,1,4,8,Va38,Ames 19011
2015,3,10,45,867,26,New_Lines,1,2,3,B37 TRf,Ames 19283
2015,2,39,25,580,27,New_Lines,1,4,7,PHK93,PI 548800
2015,3,22,50,1237,4,New_Lines,1,2,7,PHW79,PI 601576
2015,2,32,27,371,16,New_Lines,1,4,5,T8354 INBRED,PI 267170
2015,3,28,55,1424,18,New_Lines,1,3,9,J47,NSL 22984
2015,3,3,46,655,15,New_Lines,1,2,1,H107,Ames 19318
2015,3,33,38,1559,5,New_Lines,1,1,11,Mo6,PI 558524
2015,3,14,64,1006,12,New_Lines,1,4,5,R909,NSL 30909
2015,3,38,58,1731,6,New_Lines,1,3,13,TZSTRI112,PI 639936
2015,2,34,32,436,19,New_Lines,1,4,5,793,PI 601492
2015,3,30,62,1490,7,New_Lines,1,4,10,CI 28B,Ames 26122
2015,3,26,65,1372,7,New_Lines,1,4,9,WX38-11,Ames 26743
2015,3,5,66,1,26,Check,0,4,2,B73,14SJMY:Breed:0001
2015,3,3,64,673,25,New_Lines,1,4,1,WXWF9,Ames 26758
2015,2,38,20,544,6,New_Lines,1,3,7,CH701-30,Ames 27069
2015,3,26,42,1350,26,New_Lines,1,1,9,WIL903,PI 601686
2015,3,29,56,1455,27,New_Lines,1,3,10,RB-53 INBR.FR.YELPEARL,PI 340868
2015,2,31,30,344,19,New_Lines,1,4,4,W 6720-1,Ames 22062
2015,3,16,47,1052,17,New_Lines,1,2,5,778,PI 601375
2015,2,34,6,412,6,New_Lines,1,1,5,S 59A,PI 535919
2015,3,41,48,1807,12,New_Lines,1,2,14,CI 89B,CIze 89
2015,3,19,66,1160,15,New_Lines,1,4,6,H122w,Ames 26805
2015,2,25,19,153,4,New_Lines,1,3,2,4226,NSL 30904
2015,2,41,21,625,27,New_Lines,1,3,8,LH57,PI 601317
2015,2,39,4,559,16,New_Lines,1,1,7,R223,NSL 42804
2015,3,9,57,849,26,New_Lines,1,3,3,WXM14,Ames 26755
2015,3,36,58,1670,6,New_Lines,1,3,12,NC304,Ames 27148
2015,3,16,50,1055,18,New_Lines,1,2,5,Ia5125B,Ames 27117
2015,3,19,46,1142,6,New_Lines,1,2,6,B104,PI 594047
2015,3,19,38,1134,6,New_Lines,1,1,6,B45,PI 550468
2015,3,34,56,1607,14,New_Lines,1,3,11,NC356,Ames 27174
2015,3,10,47,869,13,New_Lines,1,2,3,H114,Ames 22751
2015,2,40,29,614,4,New_Lines,1,4,7,ICI 193,PI 559380
2015,3,31,39,1499,19,New_Lines,1,1,10,B164,Ames 27066
2015,3,14,62,1004,16,New_Lines,1,4,5,R75,NSL 30874
2015,3,22,61,1247,6,New_Lines,1,4,7,NP87,PI 542716
2015,2,39,30,584,19,New_Lines,1,4,7,R222A,NSL 29898
2015,3,11,59,912,12,New_Lines,1,3,4,N218,PI 596357
2015,2,23,17,92,14,New_Lines,1,3,2,991,PI 593460
2015,2,41,8,620,19,New_Lines,1,1,8,W153R,PI 587154
2015,3,31,54,1512,6,New_Lines,1,3,10,CI 21E,CIze 21
2015,3,24,68,1314,18,New_Lines,1,4,8,E683-1-2-1(S5) INBRED,PI 221789
2015,2,28,28,252,3,New_Lines,1,4,3,CO125,Ames 27106
2015,3,33,52,1572,12,New_Lines,1,2,11,NC306,Ames 27149
2015,2,40,18,603,4,New_Lines,1,3,7,Q381,PI 601190
2015,3,21,45,1201,27,New_Lines,1,2,7,Mo44,Ames 28939
2015,3,14,55,998,24,New_Lines,1,3,5,AD SA5,Ames 29005
2015,2,21,30,45,6,New_Lines,1,4,1,A575,Ames 23452
2015,3,8,51,812,25,New_Lines,1,2,3,N525,PI 594073
2015,2,38,25,549,29,New_Lines,1,4,7,AD SA2,Ames 29002
2015,2,38,18,542,18,New_Lines,1,3,7,CO236,Ames 27046
2015,3,20,42,1168,24,New_Lines,1,1,7,NC266,Ames 28414
2015,3,39,52,1755,27,New_Lines,1,2,13,L578,Ames 27132
2015,3,28,65,1433,17,New_Lines,1,4,9,B49,PI 550443
2015,3,8,52,813,3,New_Lines,1,2,3,N533,PI 594079
2015,3,3,42,651,4,New_Lines,1,1,1,AD 352,Ames 28980
2015,3,3,51,660,18,New_Lines,1,2,1,R103,NSL 30879
2015,3,11,50,903,12,New_Lines,1,2,4,B102,PI 594045
2015,3,40,49,1782,5,New_Lines,1,2,13,KYS,NSL 22633
2015,3,3,60,669,10,New_Lines,1,3,1,AusTRCF 305846,NSL 437920
2015,3,35,51,1632,16,New_Lines,1,2,12,OC11,PI 553064
2015,2,30,16,301,7,New_Lines,1,2,4,A166N,PI 406109
2015,3,32,66,1555,7,New_Lines,1,4,11,CI 84B,Ames 26136
2015,3,34,44,1595,10,New_Lines,1,1,11,CI 127,CIze 127
2015,3,30,51,1480,12,New_Lines,1,2,10,AD Sg1501-5,Ames 29027
2015,3,25,42,1320,5,New_Lines,1,1,8,A579N,PI 406123
2015,3,5,44,715,15,New_Lines,1,1,2,B105,PI 594048
2015,3,41,53,1808,29,New_Lines,1,3,14,SC 359,NSL 53095
2015,2,37,22,517,6,New_Lines,1,3,6,A328NW,PI 406115
2015,2,27,14,209,7,New_Lines,1,2,3,S 17,PI 535913
2015,2,31,14,330,7,New_Lines,1,2,4,CR14,PI 601683
2015,3,17,41,1077,3,New_Lines,1,1,6,B14,NSL 65866
2015,3,2,44,635,15,New_Lines,1,1,1,89S4083,Ames 12814
2015,3,23,58,1274,16,New_Lines,1,3,8,NC266B,Ames 28415
2015,2,37,14,509,5,New_Lines,1,2,6,NO. 1197 INBRED,PI 303939
2015,2,40,9,594,25,New_Lines,1,2,7,N504,PI 594053
2015,3,25,45,1323,16,New_Lines,1,2,8,R84,NSL 30877
2015,3,22,45,1232,4,New_Lines,1,2,7,INBRED 321,PI 186229
2015,2,24,3,109,14,New_Lines,1,1,2,ABPl 5,Ames 22794
2015,3,23,57,1273,7,New_Lines,1,3,8,Mo401,Ames 28360
2015,3,35,54,1635,6,New_Lines,1,3,12,Mo314ae,NSL 67799
2015,2,31,28,342,3,New_Lines,1,4,4,MS57,Ames 24709
2015,3,10,53,875,19,New_Lines,1,3,3,MS223,Ames 24748
2015,3,33,55,1575,12,New_Lines,1,3,11,NC230,Ames 12731
2015,3,17,58,1092,15,New_Lines,1,3,6,W570,PI 520771
2015,2,30,24,308,14,New_Lines,1,3,4,4578 INBRED,PI 415086
2015,2,26,11,1,3,Check,0,2,3,B73,14SJMY:Breed:0001
2015,3,35,38,1620,27,New_Lines,1,1,12,CI28A Goodman-Buckler,Ames 31537
2015,3,10,56,878,7,New_Lines,1,3,3,WXL317,Ames 26754
2015,3,2,58,641,15,New_Lines,1,3,1,A650,Ames 23483
2015,3,12,53,937,12,New_Lines,1,3,4,N519,PI 594068
2015,3,13,60,972,27,New_Lines,1,3,4,R004,NSL 30866
2015,3,32,39,1529,10,New_Lines,1,1,11,AusTRCF 306356,NSL 438042
2015,3,28,39,1409,10,New_Lines,1,1,9,H106w,Ames 26800
2015,2,36,28,492,27,New_Lines,1,4,6,Pa356,PI 531081
2015,3,13,38,952,4,New_Lines,1,1,4,PHG29,PI 601270
2015,3,23,55,1271,7,New_Lines,1,3,8,Oh605,PI 639111
2015,3,40,56,1789,16,New_Lines,1,3,13,NC324,Ames 27158
2015,2,28,14,240,3,New_Lines,1,2,3,C8 pseudo,Ames 22014
2015,3,40,37,1771,5,New_Lines,1,1,13,SC102,Ames 10273
2015,3,16,55,1060,19,New_Lines,1,3,5,PHK35,PI 601777
2015,3,10,48,870,14,New_Lines,1,2,3,Tx738,Ames 22765
2015,3,14,43,987,15,New_Lines,1,1,5,AusTRCF 306297,NSL 437983
2015,3,4,39,678,10,New_Lines,1,1,1,AD 147,Ames 28975
2015,3,4,37,677,15,New_Lines,1,1,1,A632.75 A1 A2 C1 R1-r B1 Pl1,Ames 27451
2015,3,39,63,1766,19,New_Lines,1,4,13,Hi67,PI 641249
2015,2,36,8,474,17,New_Lines,1,1,6,AD 139 DS,Ames 28971
2015,3,8,50,811,3,New_Lines,1,2,3,N518,PI 594067
2015,2,34,18,423,19,New_Lines,1,3,5,A201,Ames 23399
2015,3,4,50,689,27,New_Lines,1,2,1,PHN34,PI 543843
2015,2,25,23,157,27,New_Lines,1,3,2,A677,Ames 23501
2015,3,13,68,980,25,New_Lines,1,4,4,A657,NSL 81598
2015,2,27,24,218,27,New_Lines,1,3,3,LH181,PI 547087
2015,3,14,63,1005,29,New_Lines,1,4,5,R181,NSL 30895
2015,3,37,44,1685,29,New_Lines,1,1,12,AusTRCF 306269,NSL 437956
2015,2,34,27,431,24,New_Lines,1,4,5,A572,Ames 23451
2015,3,3,44,653,15,New_Lines,1,1,1,AD 187-2,Ames 28983
2015,3,24,63,1309,29,New_Lines,1,4,8,Mo511W,Ames 28945
2015,2,34,13,418,15,New_Lines,1,2,5,ND253,PI 550541
2015,3,22,66,1252,3,New_Lines,1,4,7,Mo17TRf,Ames 19287
2015,3,28,45,1415,17,New_Lines,1,2,9,AD Sg1501-1,Ames 29023
2015,2,29,16,271,6,New_Lines,1,2,4,CG10,Ames 24585
2015,3,29,40,1440,19,New_Lines,1,1,10,AusTRCF 306296,NSL 437982
2015,3,19,57,1151,15,New_Lines,1,3,6,H60,Ames 25559
2015,3,33,58,1578,19,New_Lines,1,3,11,Va14,Ames 27192
2015,2,38,28,552,24,New_Lines,1,4,7,R222,NSL 29319
2015,2,29,24,278,4,New_Lines,1,3,4,CM99,Ames 27031
2015,3,34,37,1589,7,New_Lines,1,1,11,H23w,Ames 26777
2015,2,30,23,307,26,New_Lines,1,3,4,4566 INBRED,PI 415085
2015,3,36,50,1662,18,New_Lines,1,2,12,CI 46,Ames 26130
2015,3,2,51,638,19,New_Lines,1,2,1,A286,Ames 23413
2015,2,25,29,163,15,New_Lines,1,4,2,MS74,Ames 24714
2015,3,10,59,881,25,New_Lines,1,3,3,TZU-CHIAO-HSI-WU 105,PI 391678
2015,3,25,68,1344,17,New_Lines,1,4,8,Seagull Seventeen,PI 600751
2015,3,17,53,1087,26,New_Lines,1,3,6,NC330,Ames 27161
2015,3,29,57,1456,29,New_Lines,1,3,10,89S4117,Ames 12818
2015,2,28,10,236,13,New_Lines,1,2,3,A652,Ames 23485
2015,2,23,2,78,24,New_Lines,1,1,2,S 65,PI 535921
2015,3,12,39,923,18,New_Lines,1,1,4,ND301,PI 550491
2015,2,26,15,180,7,New_Lines,1,2,3,W153R,NSL 30059
2015,3,31,52,1510,6,New_Lines,1,2,10,T IEH 84,PI 391663
2015,2,40,3,588,5,New_Lines,1,1,7,PHBA6,PI 559935
2015,3,21,48,1204,16,New_Lines,1,2,7,AD SA9,Ames 29009
2015,2,39,15,570,5,New_Lines,1,2,7,H108,Ames 26801
2015,3,37,55,1696,12,New_Lines,1,3,12,CML 103,Ames 27081
2015,3,34,43,1594,24,New_Lines,1,1,11,CI 91B,CIze 91
2015,2,22,23,69,27,New_Lines,1,3,1,CO106,Ames 27105
2015,2,30,3,289,24,New_Lines,1,1,4,PHJ89,PI 548798
2015,3,5,38,709,15,New_Lines,1,1,2,R-53-1 INBR.FR.YELPEARL,PI 340866
2015,2,24,2,108,18,New_Lines,1,1,2,W59E,Ames 22767
2015,3,29,39,1439,5,New_Lines,1,1,10,AusTRCF 306273,NSL 437959
2015,3,29,38,1438,7,New_Lines,1,1,10,AusTRCF 306242,NSL 437937
2015,3,12,45,929,18,New_Lines,1,2,4,B97,PI 564682
2015,3,29,61,1459,16,New_Lines,1,4,10,LH206,PI 538010
2015,2,24,18,123,26,New_Lines,1,3,2,A643,Ames 23478
2015,3,30,50,1479,5,New_Lines,1,2,10,AD Sg1501-4,Ames 29026
2015,3,22,53,1239,16,New_Lines,1,3,7,A622N,PI 406124
2015,2,35,10,445,17,New_Lines,1,2,6,AD 123 DS,Ames 28972
2015,3,10,66,888,26,New_Lines,1,4,3,PHR55,PI 548804
2015,3,40,62,1795,13,New_Lines,1,4,13,T234,Ames 27190
2015,3,8,63,824,17,New_Lines,1,4,3,OC3,PI 553056
2015,3,33,56,1576,7,New_Lines,1,3,11,Va14A,Ames 14114
2015,3,37,46,1687,12,New_Lines,1,2,12,R12,Ames 21095
2015,2,28,2,228,6,New_Lines,1,1,3,A260,Ames 23408
2015,2,25,17,151,25,New_Lines,1,3,2,WM13R,NSL 30070
2015,2,32,1,347,3,New_Lines,1,1,5,MS203,Ames 24739
2015,2,33,24,398,6,New_Lines,1,3,5,NY 476 (Neveh Yaar),PI 200191
2015,3,33,59,1579,26,New_Lines,1,3,11,NC278A,Ames 28420
2015,2,39,16,571,5,New_Lines,1,2,7,H109,Ames 26802
2015,3,32,40,1530,5,New_Lines,1,1,11,AusTRCF 306357,NSL 438043
2015,3,12,66,948,17,New_Lines,1,4,4,IDS69,Ames 24576
2015,3,8,49,810,4,New_Lines,1,2,3,N510,PI 594059
2015,2,32,28,372,25,New_Lines,1,4,5,NO. 1019 INBRED,PI 303926
2015,3,12,41,925,3,New_Lines,1,1,4,PHG86,PI 601442
2015,3,17,47,1083,19,New_Lines,1,2,6,H27w,Ames 26779
2015,3,37,59,1700,10,New_Lines,1,3,12,Tzi 24,PI 506254
2015,3,7,61,791,10,New_Lines,1,4,2,Mo43,Ames 28938
2015,3,18,48,1114,17,New_Lines,1,2,6,AusTRCF 306336,NSL 438022
2015,2,40,24,609,16,New_Lines,1,3,7,FBLA,PI 546482
2015,3,25,65,1341,6,New_Lines,1,4,8,N535,PI 594081
2015,3,34,45,1596,12,New_Lines,1,2,11,CML 333,Ames 27101
2015,3,8,38,800,25,New_Lines,1,1,3,R113,NSL 30883
2015,2,32,30,374,26,New_Lines,1,4,5,MS116,Ames 24729
2015,3,22,67,1253,17,New_Lines,1,4,7,H21W,Ames 20136
2015,3,25,58,1334,12,New_Lines,1,3,8,AR276,PI 561533
2015,2,40,16,601,19,New_Lines,1,2,7,CHI-503,PI 391667
2015,3,17,39,1075,25,New_Lines,1,1,6,A637,Ames 23475
2015,2,32,23,367,27,New_Lines,1,3,5,A653,Ames 23486
2015,3,27,46,1385,17,New_Lines,1,2,9,DE2,PI 606330
2015,3,9,54,846,5,New_Lines,1,3,3,LH119,PI 600954
2015,3,20,49,1175,17,New_Lines,1,2,7,AD SA13,Ames 29013
2015,2,34,29,433,16,New_Lines,1,4,5,CR1HT,PI 601080
2015,3,18,58,1122,16,New_Lines,1,3,6,N217,PI 596356
2015,2,38,17,541,16,New_Lines,1,3,7,CH732-12,Ames 27019
2015,3,27,53,1392,14,New_Lines,1,3,9,GE129,Ames 10256
2015,3,40,51,1784,15,New_Lines,1,2,13,SC 212M,NSL 53086
2015,3,28,46,1416,15,New_Lines,1,2,9,AD Sg1501-6,Ames 29028
2015,3,38,51,1724,6,New_Lines,1,2,13,PHB47,PI 601009
2015,2,24,7,112,4,New_Lines,1,1,2,S 125,PI 535927
2015,3,13,63,975,18,New_Lines,1,4,4,W 3607,Ames 22052
2015,2,32,32,376,24,New_Lines,1,4,5,MS201,Ames 24738
2015,3,16,68,1072,5,New_Lines,1,4,5,HY2,NSL 30864
2015,3,3,38,647,19,New_Lines,1,1,1,NS501,PI 601583
2015,3,23,43,1261,14,New_Lines,1,1,8,CI 82B,Ames 26135
2015,3,26,43,1351,13,New_Lines,1,1,9,W8555,PI 601729
2015,3,10,67,889,19,New_Lines,1,4,3,PHR58,PI 548805
2015,3,28,61,1429,25,New_Lines,1,4,9,R192,NSL 30898
2015,3,17,64,1098,3,New_Lines,1,4,6,CI 81B,CIze 81
2015,2,33,11,387,15,New_Lines,1,2,5,ND250,PI 550531
2015,3,35,46,1627,7,New_Lines,1,2,12,K11,NSL 22631
2015,3,11,52,905,27,New_Lines,1,2,4,N516,PI 594065
2015,3,13,40,954,18,New_Lines,1,1,4,MBPM,PI 601440
2015,3,16,43,1048,17,New_Lines,1,1,5,WXB6,Ames 26745
2015,2,29,8,264,10,New_Lines,1,1,4,A649,Ames 23482
2015,3,9,39,831,18,New_Lines,1,1,3,PHT69,PI 559949
2015,2,28,25,249,10,New_Lines,1,4,3,CM234,Ames 27037
2015,3,5,43,714,15,New_Lines,1,1,2,A632,PI 587140
2015,2,35,24,458,29,New_Lines,1,3,6,A312,Ames 23420
2015,3,9,40,832,27,New_Lines,1,1,3,NYLB31,PI 561695
2015,2,25,20,154,3,New_Lines,1,3,2,ND255,NSL 32722
2015,2,36,31,495,13,New_Lines,1,4,6,4F-182 BS 11,PI 198889
2015,3,9,52,844,15,New_Lines,1,2,3,MS221,Ames 24746
2015,3,22,57,1243,15,New_Lines,1,3,7,58801 Inbred Mo17,PI 648430
2015,2,38,24,548,19,New_Lines,1,3,7,58611 Inbred A632,PI 648423
2015,3,23,46,1264,13,New_Lines,1,2,8,LP1 NR HT,PI 600729
2015,3,39,38,1742,26,New_Lines,1,1,13,Mo9W,PI 558526
2015,3,3,61,670,18,New_Lines,1,4,1,A681,Ames 23504
2015,3,15,64,1037,13,New_Lines,1,4,5,N199,PI 568158
2015,3,39,49,1752,10,New_Lines,1,2,13,CML 322,Ames 27096
2015,3,29,54,1453,7,New_Lines,1,3,10,NO. 1068 INBRED,PI 303932
2015,2,36,13,479,13,New_Lines,1,2,6,AD 188L,Ames 28985
2015,3,20,51,1177,6,New_Lines,1,2,7,AD Sg1501-2,Ames 29024
2015,2,25,11,145,15,New_Lines,1,2,2,CO255,Ames 27107
2015,3,16,44,1049,25,New_Lines,1,1,5,WXHy,Ames 26746
2015,3,31,48,1506,19,New_Lines,1,2,10,AD SA11,Ames 29011
2015,3,18,46,1112,18,New_Lines,1,2,6,AusTRCF 306278,NSL 437964
2015,3,20,63,1187,7,New_Lines,1,4,7,H49,Ames 26787
2015,2,23,15,90,17,New_Lines,1,2,2,G3 T5,PI 340817
2015,3,4,61,700,3,New_Lines,1,4,1,AusTRCF 305849,NSL 437923
2015,3,31,55,1513,14,New_Lines,1,3,10,CI 28A,CIze 28
2015,3,30,52,1481,24,New_Lines,1,2,10,NC89,Ames 30864
2015,2,38,1,527,17,New_Lines,1,1,7,A627,Ames 23463
2015,2,20,4,4,7,New_Lines,1,1,1,SA24,Ames 27188
2015,3,41,56,1811,29,New_Lines,1,3,14,AusTRCF 305803,NSL 437879
2015,2,32,19,364,5,New_Lines,1,3,5,A238,NSL 81595
2015,3,15,51,1024,19,New_Lines,1,2,5,740,PI 601489
2015,3,11,39,893,15,New_Lines,1,1,4,AD SA7,Ames 29007
2015,3,36,62,1674,18,New_Lines,1,4,12,B79,PI 608766
2015,3,24,59,1305,14,New_Lines,1,3,8,AusTRCF 306257,NSL 437946
2015,3,27,48,1387,6,New_Lines,1,2,9,TZEEI 6,PI 641256
2015,3,22,56,1242,18,New_Lines,1,3,7,Pa877,PI 517972
2015,3,34,66,1616,24,New_Lines,1,4,11,INBRED 378,PI 186182
2015,3,17,37,1073,29,New_Lines,1,1,6,Wf9,Ames 19293
2015,2,26,25,189,25,New_Lines,1,4,3,ND266,PI 548794
2015,3,23,42,1260,10,New_Lines,1,1,8,Va99,Ames 24989
2015,3,13,65,977,3,New_Lines,1,4,4,R924,NSL 30913
2015,2,33,12,1,5,Check,0,2,5,B73,14SJMY:Breed:0001
2015,3,11,48,901,14,New_Lines,1,2,4,SG 18,NSL 75979
2015,3,30,58,1487,13,New_Lines,1,3,10,CI 49A,CIze 49
2015,3,22,48,1235,13,New_Lines,1,2,7,TN 53-1-2,PI 303943
2015,2,27,15,210,26,New_Lines,1,2,3,S 22,PI 535914
2015,3,34,50,1601,4,New_Lines,1,2,11,Mo308ae,NSL 67793
2015,3,40,45,1778,7,New_Lines,1,2,13,Tx71,Ames 22760
2015,3,34,53,1604,12,New_Lines,1,3,11,NC314,Ames 27153
2015,3,38,52,1725,18,New_Lines,1,2,13,SX-6-10 (Tetraploid),PI 601329
2015,2,22,31,75,13,New_Lines,1,4,1,ND230,NSL 32728
2015,3,18,54,1119,27,New_Lines,1,3,6,R-17 INBR.FR.SUPERGOLD,PI 340853
2015,3,21,39,1195,3,New_Lines,1,1,7,R4,Ames 27187
2015,3,20,65,1189,12,New_Lines,1,4,7,R196,NSL 30901
2015,3,25,37,1315,24,New_Lines,1,1,8,AD Sg1501-3,Ames 29025
2015,3,26,53,1361,7,New_Lines,1,3,9,Mo7,PI 558516
2015,2,33,22,396,5,New_Lines,1,3,5,AusTRCF 305833,NSL 437907
2015,2,40,4,589,29,New_Lines,1,1,7,NYRD4058,PI 561694
2015,3,36,47,1659,16,New_Lines,1,2,12,LH128,PI 547086
2015,3,7,64,794,24,New_Lines,1,4,2,Oh40B,NSL 28966
2015,3,12,46,930,12,New_Lines,1,2,4,B100,PI 584529
